TWA\TWS;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70
43;0;0.174;0.348;0.522;0.695;0.869;1.043;0.924;0.805;0.636;0.466;0.363;0.259;0.189;0.119;0.084;0.049;0.038;0.026;0.015;0.004;0.002;0;-0.002;-0.003;-0.005;-0.007;-0.009;-0.01;-0.012;-0.014;-0.016;-0.017;-0.019;-0.021;-0.023;-0.024;-0.026;-0.028;-0.03;-0.031;-0.032;-0.033;-0.034;-0.034;-0.035;-0.036;-0.036;-0.037;-0.038;-0.039;-0.038;-0.037;-0.035;-0.034;-0.033;-0.032;-0.031;-0.03;-0.029;-0.028;-0.027;-0.026;-0.025;-0.024;-0.023;-0.022;-0.021;-0.019;-0.018;-0.017
44;0;0.199;0.399;0.599;0.798;0.997;1.197;1.058;0.919;0.733;0.547;0.428;0.31;0.229;0.147;0.105;0.063;0.049;0.034;0.02;0.006;0.004;0.002;0.001;-0.001;-0.002;-0.004;-0.006;-0.007;-0.009;-0.01;-0.012;-0.013;-0.015;-0.017;-0.018;-0.02;-0.021;-0.023;-0.024;-0.026;-0.027;-0.027;-0.028;-0.028;-0.029;-0.029;-0.03;-0.03;-0.031;-0.031;-0.031;-0.03;-0.029;-0.028;-0.027;-0.027;-0.026;-0.025;-0.024;-0.023;-0.023;-0.022;-0.021;-0.02;-0.019;-0.019;-0.018;-0.017;-0.016;-0.015
45;0;0.225;0.45;0.676;0.901;1.126;1.351;1.192;1.033;0.83;0.627;0.494;0.361;0.268;0.175;0.126;0.077;0.06;0.042;0.025;0.007;0.006;0.005;0.003;0.002;0;-0.001;-0.002;-0.004;-0.005;-0.007;-0.008;-0.009;-0.011;-0.012;-0.014;-0.015;-0.016;-0.018;-0.019;-0.021;-0.021;-0.021;-0.022;-0.022;-0.022;-0.023;-0.023;-0.024;-0.024;-0.024;-0.024;-0.023;-0.023;-0.022;-0.022;-0.021;-0.021;-0.02;-0.02;-0.019;-0.018;-0.018;-0.017;-0.017;-0.016;-0.016;-0.015;-0.015;-0.014;-0.014
46;0;0.251;0.502;0.753;1.003;1.254;1.505;1.326;1.146;0.927;0.708;0.559;0.411;0.307;0.203;0.147;0.091;0.071;0.05;0.03;0.009;0.008;0.007;0.005;0.004;0.003;0.002;0.001;-0.001;-0.002;-0.003;-0.004;-0.006;-0.007;-0.008;-0.009;-0.01;-0.012;-0.013;-0.014;-0.015;-0.016;-0.016;-0.016;-0.016;-0.016;-0.016;-0.017;-0.017;-0.017;-0.017;-0.017;-0.017;-0.016;-0.016;-0.016;-0.016;-0.015;-0.015;-0.015;-0.014;-0.014;-0.014;-0.014;-0.013;-0.013;-0.013;-0.013;-0.012;-0.012;-0.012
47;0;0.276;0.553;0.83;1.106;1.383;1.659;1.46;1.26;1.024;0.788;0.625;0.462;0.347;0.231;0.168;0.105;0.082;0.058;0.035;0.011;0.01;0.009;0.008;0.007;0.006;0.005;0.004;0.003;0.002;0;-0.001;-0.002;-0.003;-0.004;-0.005;-0.006;-0.007;-0.008;-0.009;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01;-0.01
48;0;0.312;0.624;0.936;1.247;1.559;1.871;1.655;1.439;1.184;0.929;0.744;0.559;0.427;0.296;0.219;0.141;0.111;0.081;0.051;0.021;0.02;0.018;0.017;0.016;0.014;0.013;0.011;0.01;0.008;0.007;0.005;0.004;0.002;0.001;-0.001;-0.002;-0.004;-0.005;-0.007;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008;-0.008
49;0;0.347;0.694;1.042;1.389;1.736;2.083;1.85;1.617;1.343;1.069;0.862;0.655;0.508;0.361;0.269;0.177;0.14;0.104;0.068;0.032;0.03;0.028;0.026;0.024;0.022;0.02;0.019;0.017;0.015;0.013;0.011;0.009;0.007;0.005;0.003;0.002;0;-0.002;-0.004;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006;-0.006
50;0;0.383;0.765;1.148;1.53;1.913;2.296;2.046;1.796;1.503;1.21;0.981;0.752;0.589;0.427;0.319;0.212;0.17;0.127;0.085;0.042;0.04;0.038;0.035;0.033;0.031;0.028;0.026;0.024;0.021;0.019;0.017;0.014;0.012;0.01;0.008;0.005;0.003;0.001;-0.002;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004;-0.004
51;0;0.418;0.836;1.254;1.672;2.09;2.508;2.241;1.974;1.662;1.35;1.099;0.848;0.67;0.492;0.37;0.248;0.199;0.15;0.101;0.053;0.05;0.047;0.044;0.042;0.039;0.036;0.033;0.031;0.028;0.025;0.023;0.02;0.017;0.014;0.012;0.009;0.006;0.003;0.001;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002;-0.002
52;0;0.453;0.907;1.36;1.813;2.267;2.72;2.437;2.153;1.822;1.491;1.218;0.945;0.751;0.557;0.421;0.284;0.229;0.174;0.118;0.063;0.06;0.057;0.054;0.05;0.047;0.044;0.041;0.038;0.035;0.032;0.028;0.025;0.022;0.019;0.016;0.013;0.009;0.006;0.003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
53;0;0.501;1.003;1.504;2.006;2.507;3.009;2.712;2.415;2.064;1.712;1.416;1.121;0.904;0.687;0.53;0.373;0.305;0.238;0.17;0.102;0.097;0.092;0.087;0.082;0.077;0.072;0.067;0.061;0.056;0.051;0.046;0.041;0.036;0.031;0.026;0.02;0.015;0.01;0.005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
54;0;0.55;1.099;1.649;2.198;2.748;3.298;2.988;2.678;2.305;1.932;1.614;1.297;1.057;0.817;0.64;0.462;0.382;0.302;0.222;0.142;0.135;0.128;0.12;0.113;0.106;0.099;0.092;0.085;0.078;0.071;0.064;0.057;0.05;0.043;0.035;0.028;0.021;0.014;0.007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
55;0;0.598;1.195;1.793;2.391;2.989;3.586;3.263;2.941;2.547;2.153;1.813;1.473;1.21;0.947;0.749;0.551;0.459;0.366;0.274;0.181;0.172;0.163;0.154;0.145;0.136;0.127;0.118;0.109;0.1;0.091;0.082;0.072;0.063;0.054;0.045;0.036;0.027;0.018;0.009;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
56;0;0.646;1.292;1.938;2.583;3.229;3.875;3.539;3.203;2.788;2.373;2.011;1.648;1.362;1.077;0.858;0.641;0.536;0.431;0.326;0.221;0.209;0.198;0.187;0.176;0.165;0.154;0.143;0.132;0.121;0.11;0.099;0.088;0.077;0.066;0.055;0.044;0.033;0.022;0.011;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
57;0;0.694;1.388;2.082;2.776;3.47;4.164;3.815;3.466;3.03;2.593;2.209;1.824;1.515;1.206;0.968;0.73;0.612;0.495;0.377;0.26;0.247;0.234;0.221;0.208;0.195;0.182;0.169;0.156;0.143;0.13;0.117;0.104;0.091;0.078;0.065;0.052;0.039;0.026;0.013;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
58;0;0.742;1.484;2.226;2.968;3.71;4.453;4.09;3.728;3.271;2.814;2.407;2;1.668;1.336;1.078;0.819;0.689;0.559;0.429;0.299;0.284;0.269;0.254;0.239;0.224;0.209;0.195;0.18;0.165;0.15;0.135;0.12;0.105;0.09;0.075;0.06;0.045;0.03;0.015;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
59;0;0.79;1.58;2.371;3.161;3.951;4.741;4.366;3.991;3.513;3.035;2.605;2.176;1.821;1.466;1.187;0.908;0.766;0.623;0.481;0.339;0.322;0.305;0.288;0.271;0.254;0.237;0.22;0.203;0.186;0.169;0.152;0.135;0.119;0.102;0.085;0.068;0.051;0.034;0.017;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
60;0;0.838;1.677;2.515;3.353;4.192;5.03;4.642;4.253;3.754;3.255;2.803;2.352;1.974;1.596;1.297;0.997;0.842;0.688;0.533;0.378;0.359;0.34;0.321;0.302;0.284;0.265;0.246;0.227;0.208;0.189;0.17;0.151;0.132;0.113;0.095;0.076;0.057;0.038;0.019;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
61;0;0.897;1.794;2.691;3.588;4.484;5.381;5.004;4.626;4.131;3.635;3.17;2.705;2.302;1.9;1.581;1.262;1.084;0.906;0.727;0.549;0.521;0.494;0.467;0.439;0.412;0.384;0.357;0.33;0.302;0.275;0.247;0.22;0.193;0.165;0.138;0.11;0.083;0.056;0.028;0.001;0.001;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
62;0;0.955;1.911;2.866;3.822;4.777;5.733;5.366;4.999;4.507;4.015;3.536;3.058;2.631;2.204;1.866;1.528;1.326;1.124;0.922;0.72;0.684;0.648;0.612;0.576;0.54;0.504;0.468;0.432;0.396;0.361;0.325;0.289;0.253;0.217;0.181;0.145;0.109;0.073;0.037;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
63;0;1.014;2.028;3.042;4.056;5.07;6.084;5.728;5.372;4.884;4.395;3.903;3.41;2.959;2.507;2.15;1.793;1.567;1.342;1.116;0.89;0.846;0.802;0.757;0.713;0.668;0.624;0.58;0.535;0.491;0.446;0.402;0.357;0.313;0.269;0.224;0.18;0.135;0.091;0.047;0.002;0.002;0.002;0.002;0.001;0.001;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
64;0;1.073;2.145;3.218;4.29;5.363;6.436;6.09;5.745;5.26;4.776;4.269;3.763;3.287;2.811;2.435;2.058;1.809;1.56;1.31;1.061;1.008;0.955;0.902;0.85;0.797;0.744;0.691;0.638;0.585;0.532;0.479;0.426;0.373;0.32;0.267;0.215;0.162;0.109;0.056;0.003;0.003;0.002;0.002;0.002;0.001;0.001;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
65;0;1.131;2.262;3.394;4.525;5.656;6.787;6.453;6.118;5.637;5.156;4.636;4.116;3.616;3.115;2.719;2.324;2.051;1.778;1.505;1.232;1.171;1.109;1.048;0.986;0.925;0.863;0.802;0.741;0.679;0.618;0.556;0.495;0.434;0.372;0.311;0.249;0.188;0.126;0.065;0.004;0.003;0.003;0.003;0.002;0.002;0.001;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
66;0;1.19;2.379;3.569;4.759;5.949;7.138;6.815;6.491;6.014;5.536;5.002;4.469;3.944;3.419;3.004;2.589;2.292;1.996;1.699;1.403;1.333;1.263;1.193;1.123;1.053;0.983;0.913;0.843;0.774;0.704;0.634;0.564;0.494;0.424;0.354;0.284;0.214;0.144;0.074;0.004;0.004;0.004;0.003;0.003;0.002;0.002;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
67;0;1.248;2.497;3.745;4.993;6.242;7.49;7.177;6.864;6.39;5.916;5.369;4.822;4.272;3.723;3.288;2.854;2.534;2.214;1.894;1.574;1.495;1.417;1.338;1.26;1.181;1.103;1.025;0.946;0.868;0.789;0.711;0.633;0.554;0.476;0.397;0.319;0.24;0.162;0.084;0.005;0.005;0.004;0.004;0.003;0.003;0.002;0.002;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
68;0;1.307;2.614;3.921;5.227;6.534;7.841;7.539;7.238;6.767;6.296;5.735;5.174;4.6;4.026;3.573;3.12;2.776;2.432;2.088;1.744;1.657;1.571;1.484;1.397;1.31;1.223;1.136;1.049;0.962;0.875;0.788;0.701;0.614;0.527;0.441;0.354;0.267;0.18;0.093;0.006;0.005;0.005;0.004;0.004;0.003;0.002;0.002;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
69;0;1.365;2.731;4.096;5.462;6.827;8.193;7.902;7.611;7.143;6.676;6.102;5.527;4.929;4.33;3.858;3.385;3.018;2.65;2.283;1.915;1.82;1.724;1.629;1.533;1.438;1.343;1.247;1.152;1.056;0.961;0.865;0.77;0.675;0.579;0.484;0.388;0.293;0.197;0.102;0.007;0.006;0.005;0.005;0.004;0.003;0.003;0.002;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
70;0;1.424;2.848;4.272;5.696;7.12;8.544;8.264;7.984;7.52;7.056;6.468;5.88;5.257;4.634;4.142;3.65;3.259;2.868;2.477;2.086;1.982;1.878;1.774;1.67;1.566;1.462;1.358;1.255;1.151;1.047;0.943;0.839;0.735;0.631;0.527;0.423;0.319;0.215;0.111;0.007;0.007;0.006;0.005;0.004;0.004;0.003;0.002;0.001;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
71;0;1.483;2.965;4.448;5.93;7.413;8.895;8.626;8.357;7.897;7.436;6.835;6.238;5.594;4.95;4.441;3.931;3.515;3.099;2.682;2.266;2.153;2.04;1.927;1.814;1.701;1.589;1.476;1.363;1.25;1.137;1.024;0.911;0.798;0.685;0.573;0.459;0.346;0.233;0.121;0.008;0.007;0.006;0.006;0.005;0.004;0.003;0.002;0.002;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
72;0;1.541;3.082;4.623;6.165;7.706;9.247;8.988;8.73;8.273;7.817;7.201;6.596;5.933;5.267;4.741;4.214;3.773;3.331;2.889;2.447;2.325;2.203;2.081;1.959;1.837;1.716;1.594;1.472;1.35;1.228;1.106;0.984;0.862;0.74;0.618;0.496;0.373;0.251;0.13;0.009;0.008;0.007;0.006;0.005;0.004;0.004;0.003;0.002;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
73;0;1.6;3.199;4.799;6.399;7.999;9.598;9.351;9.103;8.65;8.197;7.568;6.955;6.272;5.585;5.044;4.5;4.032;3.565;3.097;2.63;2.499;2.368;2.237;2.106;1.975;1.844;1.713;1.582;1.451;1.32;1.189;1.058;0.927;0.796;0.665;0.532;0.401;0.27;0.139;0.01;0.009;0.008;0.007;0.006;0.005;0.004;0.003;0.002;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
74;0;1.658;3.317;4.975;6.633;8.291;9.95;9.713;9.476;9.026;8.577;7.934;7.315;6.612;5.905;5.348;4.787;4.294;3.8;3.307;2.814;2.673;2.533;2.393;2.253;2.113;1.973;1.832;1.692;1.552;1.412;1.272;1.132;0.992;0.851;0.711;0.569;0.428;0.288;0.149;0.01;0.009;0.008;0.007;0.006;0.005;0.004;0.003;0.002;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
75;0;1.717;3.434;5.151;6.867;8.584;10.301;10.075;9.849;9.403;8.957;8.301;7.675;6.954;6.227;5.654;5.077;4.557;4.038;3.518;2.999;2.849;2.7;2.551;2.401;2.252;2.103;1.953;1.804;1.654;1.505;1.356;1.206;1.057;0.907;0.758;0.606;0.456;0.306;0.158;0.011;0.01;0.009;0.008;0.007;0.006;0.004;0.003;0.002;0.001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
76;0;1.75;3.499;5.249;6.998;8.748;10.497;10.326;10.156;9.756;9.356;8.737;8.156;7.459;6.754;6.181;5.602;5.068;4.534;4;3.466;3.295;3.123;2.952;2.781;2.61;2.438;2.267;2.096;1.925;1.754;1.582;1.411;1.24;1.069;0.897;0.723;0.55;0.378;0.209;0.04;0.038;0.035;0.032;0.029;0.026;0.023;0.02;0.018;0.015;0.012;0.011;0.011;0.01;0.01;0.009;0.009;0.008;0.007;0.007;0.006;0.006;0.005;0.005;0.004;0.004;0.003;0.002;0.002;0.001;0.001
77;0;1.782;3.564;5.347;7.129;8.911;10.693;10.578;10.462;10.109;9.755;9.173;8.639;7.965;7.284;6.711;6.131;5.582;5.034;4.485;3.936;3.743;3.55;3.357;3.163;2.97;2.777;2.584;2.39;2.197;2.004;1.811;1.618;1.424;1.231;1.038;0.84;0.644;0.451;0.259;0.07;0.065;0.061;0.056;0.051;0.047;0.042;0.038;0.033;0.028;0.024;0.023;0.022;0.021;0.019;0.018;0.017;0.016;0.015;0.014;0.013;0.012;0.01;0.009;0.008;0.007;0.006;0.005;0.004;0.003;0.001
78;0;1.815;3.63;5.445;7.259;9.074;10.889;10.829;10.769;10.461;10.154;9.609;9.122;8.473;7.816;7.244;6.664;6.101;5.537;4.974;4.41;4.195;3.98;3.764;3.549;3.333;3.118;2.903;2.687;2.472;2.256;2.041;1.826;1.61;1.395;1.179;0.958;0.739;0.523;0.31;0.099;0.093;0.087;0.08;0.074;0.068;0.061;0.055;0.048;0.042;0.036;0.034;0.032;0.031;0.029;0.027;0.026;0.024;0.022;0.021;0.019;0.017;0.016;0.014;0.012;0.011;0.009;0.007;0.006;0.004;0.002
79;0;1.847;3.695;5.543;7.39;9.237;11.085;11.08;11.075;10.814;10.553;10.045;9.605;8.983;8.351;7.781;7.201;6.623;6.045;5.466;4.888;4.65;4.413;4.175;3.937;3.699;3.462;3.224;2.986;2.748;2.511;2.273;2.035;1.797;1.56;1.322;1.077;0.835;0.596;0.361;0.129;0.121;0.112;0.104;0.096;0.088;0.08;0.072;0.064;0.056;0.048;0.045;0.043;0.041;0.039;0.037;0.034;0.032;0.03;0.028;0.025;0.023;0.021;0.019;0.016;0.014;0.012;0.01;0.007;0.005;0.003
80;0;1.88;3.76;5.641;7.521;9.401;11.281;11.332;11.382;11.167;10.952;10.481;10.09;9.495;8.888;8.32;7.742;7.149;6.556;5.962;5.369;5.109;4.849;4.588;4.328;4.068;3.808;3.547;3.287;3.027;2.767;2.507;2.246;1.986;1.726;1.466;1.196;0.931;0.669;0.411;0.158;0.148;0.138;0.129;0.119;0.109;0.099;0.089;0.079;0.069;0.06;0.057;0.054;0.051;0.048;0.046;0.043;0.04;0.037;0.034;0.032;0.029;0.026;0.023;0.02;0.018;0.015;0.012;0.009;0.006;0.004
81;0;1.913;3.826;5.739;7.651;9.564;11.477;11.583;11.689;11.52;11.351;10.917;10.567;9.992;9.406;8.836;8.256;7.65;7.044;6.438;5.831;5.55;5.268;4.986;4.704;4.422;4.141;3.859;3.577;3.295;3.013;2.731;2.45;2.168;1.886;1.604;1.312;1.024;0.741;0.462;0.187;0.176;0.164;0.153;0.141;0.13;0.118;0.106;0.095;0.083;0.072;0.068;0.065;0.062;0.058;0.055;0.051;0.048;0.045;0.041;0.038;0.035;0.031;0.028;0.025;0.021;0.018;0.014;0.011;0.008;0.004
82;0;1.946;3.891;5.837;7.782;9.727;11.673;11.834;11.995;11.873;11.75;11.353;11.044;10.489;9.923;9.351;8.769;8.15;7.531;6.913;6.294;5.99;5.687;5.384;5.08;4.777;4.473;4.17;3.866;3.563;3.26;2.956;2.653;2.349;2.046;1.743;1.428;1.118;0.813;0.513;0.217;0.203;0.19;0.177;0.163;0.15;0.137;0.124;0.11;0.097;0.084;0.08;0.076;0.072;0.068;0.064;0.06;0.056;0.052;0.048;0.044;0.04;0.036;0.033;0.029;0.025;0.021;0.017;0.013;0.009;0.005
83;0;1.978;3.956;5.935;7.913;9.891;11.869;12.085;12.302;12.225;12.149;11.789;11.521;10.986;10.441;9.867;9.282;8.651;8.019;7.388;6.756;6.431;6.106;5.781;5.456;5.131;4.806;4.481;4.156;3.831;3.506;3.181;2.856;2.531;2.206;1.881;1.544;1.212;0.885;0.563;0.246;0.231;0.216;0.201;0.186;0.171;0.156;0.141;0.126;0.111;0.095;0.091;0.087;0.082;0.078;0.073;0.069;0.064;0.06;0.055;0.051;0.046;0.042;0.037;0.033;0.028;0.024;0.019;0.015;0.01;0.006
84;0;2.011;4.022;6.033;8.043;10.054;12.065;12.337;12.608;12.578;12.548;12.225;11.998;11.483;10.958;10.382;9.796;9.151;8.507;7.863;7.218;6.872;6.525;6.179;5.832;5.485;5.139;4.792;4.446;4.099;3.753;3.406;3.059;2.713;2.366;2.02;1.66;1.306;0.957;0.614;0.276;0.259;0.242;0.225;0.208;0.192;0.175;0.158;0.141;0.124;0.107;0.102;0.097;0.092;0.087;0.082;0.077;0.072;0.067;0.062;0.057;0.052;0.047;0.042;0.037;0.032;0.027;0.022;0.017;0.012;0.007
85;0;2.043;4.087;6.131;8.174;10.218;12.261;12.588;12.915;12.931;12.947;12.662;12.475;11.98;11.476;10.898;10.309;9.652;8.995;8.338;7.681;7.313;6.944;6.576;6.208;5.84;5.472;5.104;4.735;4.367;3.999;3.631;3.263;2.894;2.526;2.158;1.776;1.4;1.029;0.664;0.305;0.286;0.268;0.249;0.231;0.212;0.194;0.175;0.156;0.138;0.119;0.114;0.108;0.103;0.097;0.091;0.086;0.08;0.075;0.069;0.063;0.058;0.052;0.047;0.041;0.035;0.03;0.024;0.019;0.013;0.007
86;0;2.076;4.152;6.229;8.305;10.381;12.457;12.839;13.222;13.284;13.346;13.098;12.952;12.477;11.993;11.413;10.822;10.152;9.483;8.813;8.143;7.753;7.364;6.974;6.584;6.194;5.804;5.415;5.025;4.635;4.245;3.856;3.466;3.076;2.686;2.297;1.892;1.494;1.101;0.715;0.334;0.314;0.294;0.273;0.253;0.233;0.213;0.192;0.172;0.152;0.131;0.125;0.119;0.113;0.107;0.1;0.094;0.088;0.082;0.076;0.07;0.064;0.057;0.051;0.045;0.039;0.033;0.027;0.02;0.014;0.008
87;0;2.109;4.218;6.326;8.435;10.544;12.653;13.091;13.528;13.637;13.745;13.534;13.429;12.974;12.511;11.928;11.335;10.653;9.97;9.288;8.605;8.194;7.783;7.371;6.96;6.549;6.137;5.726;5.315;4.903;4.492;4.081;3.669;3.258;2.846;2.435;2.008;1.588;1.173;0.765;0.364;0.342;0.32;0.298;0.276;0.254;0.231;0.209;0.187;0.165;0.143;0.136;0.13;0.123;0.116;0.11;0.103;0.096;0.089;0.083;0.076;0.069;0.063;0.056;0.049;0.042;0.036;0.029;0.022;0.016;0.009
88;0;2.141;4.283;6.425;8.566;10.707;12.849;13.342;13.835;13.989;14.144;13.97;13.906;13.472;13.029;12.444;11.849;11.153;10.458;9.763;9.068;8.635;8.202;7.769;7.336;6.903;6.47;6.037;5.604;5.171;4.738;4.305;3.872;3.439;3.007;2.574;2.124;1.681;1.245;0.816;0.393;0.369;0.346;0.322;0.298;0.274;0.25;0.227;0.203;0.179;0.155;0.148;0.141;0.133;0.126;0.119;0.111;0.104;0.097;0.09;0.082;0.075;0.068;0.06;0.053;0.046;0.039;0.031;0.024;0.017;0.01
89;0;2.174;4.348;6.522;8.697;10.871;13.045;13.593;14.141;14.342;14.543;14.406;14.383;13.969;13.546;12.959;12.362;11.654;10.946;10.238;9.53;9.075;8.621;8.166;7.712;7.257;6.803;6.348;5.894;5.439;4.985;4.53;4.076;3.621;3.167;2.712;2.24;1.775;1.317;0.867;0.423;0.397;0.371;0.346;0.32;0.295;0.269;0.244;0.218;0.193;0.167;0.159;0.151;0.144;0.136;0.128;0.12;0.112;0.104;0.097;0.089;0.081;0.073;0.065;0.057;0.049;0.042;0.034;0.026;0.018;0.01
90;0;2.207;4.414;6.621;8.827;11.034;13.241;13.845;14.448;14.695;14.942;14.842;14.86;14.466;14.064;13.475;12.875;12.154;11.434;10.713;9.992;9.516;9.04;8.564;8.088;7.612;7.136;6.66;6.183;5.707;5.231;4.755;4.279;3.803;3.327;2.851;2.356;1.869;1.389;0.917;0.452;0.425;0.397;0.37;0.343;0.316;0.288;0.261;0.234;0.206;0.179;0.171;0.162;0.154;0.145;0.137;0.129;0.12;0.112;0.103;0.095;0.087;0.078;0.07;0.061;0.053;0.045;0.036;0.028;0.019;0.011
91;0;2.203;4.407;6.61;8.814;11.017;13.221;13.843;14.465;14.756;15.046;14.988;15.049;14.726;14.397;13.868;13.328;12.641;11.953;11.266;10.578;10.083;9.588;9.093;8.597;8.102;7.607;7.112;6.617;6.122;5.626;5.131;4.636;4.141;3.646;3.151;2.635;2.127;1.627;1.134;0.649;0.612;0.575;0.538;0.501;0.464;0.427;0.39;0.353;0.316;0.279;0.266;0.253;0.24;0.227;0.215;0.202;0.189;0.176;0.163;0.15;0.137;0.124;0.111;0.098;0.085;0.072;0.059;0.046;0.033;0.02
92;0;2.2;4.4;6.6;8.8;11;13.2;13.841;14.483;14.816;15.15;15.133;15.238;14.987;14.73;14.26;13.782;13.127;12.473;11.818;11.164;10.65;10.136;9.621;9.107;8.593;8.079;7.564;7.05;6.536;6.022;5.508;4.993;4.479;3.965;3.451;2.914;2.385;1.864;1.351;0.846;0.799;0.752;0.706;0.659;0.613;0.566;0.519;0.473;0.426;0.38;0.362;0.345;0.327;0.31;0.292;0.275;0.257;0.24;0.222;0.205;0.187;0.17;0.152;0.135;0.117;0.1;0.082;0.065;0.047;0.03
93;0;2.197;4.393;6.59;8.786;10.983;13.18;13.84;14.5;14.877;15.254;15.279;15.427;15.248;15.064;14.653;14.235;13.614;12.992;12.371;11.75;11.217;10.683;10.15;9.617;9.083;8.55;8.017;7.484;6.95;6.417;5.884;5.35;4.817;4.284;3.751;3.193;2.643;2.101;1.568;1.043;0.986;0.93;0.874;0.817;0.761;0.705;0.649;0.592;0.536;0.48;0.458;0.436;0.414;0.392;0.37;0.348;0.326;0.304;0.282;0.26;0.238;0.216;0.193;0.171;0.149;0.127;0.105;0.083;0.061;0.039
